task,family,phase,architecture,best_val,parameter_count,source,order_key,marker_label
generation,ADP,ae_width_to_depth,[3],0.944536643694794,387,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_002_d1_w3/candidate_state.json,2,cand_002_d1_w3
generation,ADP,ae_width_to_depth,[4],0.9261032890309993,498,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_003_d1_w4/candidate_state.json,3,cand_003_d1_w4
generation,ADP,ae_width_to_depth,[5],0.9076678443380962,609,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_004_d1_w5/candidate_state.json,4,cand_004_d1_w5
generation,ADP,ae_width_to_depth,[6],0.8890806025017256,720,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_005_d1_w6/candidate_state.json,5,cand_005_d1_w6
generation,ADP,ae_width_to_depth,[7],0.870637700113749,831,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_006_d1_w7/candidate_state.json,6,cand_006_d1_w7
generation,ADP,ae_width_to_depth,[8],0.8520984038798051,942,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_007_d1_w8/candidate_state.json,7,cand_007_d1_w8
generation,ADP,ae_width_to_depth,[9],0.8334367446416348,1053,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_008_d1_w9/candidate_state.json,8,cand_008_d1_w9
generation,ADP,ae_width_to_depth,[10],0.8148869146755117,1164,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_009_d1_w10/candidate_state.json,9,cand_009_d1_w10
generation,ADP,ae_width_to_depth,[11],0.7964738484844751,1275,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_010_d1_w11/candidate_state.json,10,cand_010_d1_w11
generation,ADP,ae_width_to_depth,[12],0.7778976535510284,1386,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_011_d1_w12/candidate_state.json,11,cand_011_d1_w12
generation,ADP,ae_width_to_depth,[13],0.7596293079135147,1497,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_012_d1_w13/candidate_state.json,12,cand_012_d1_w13
generation,ADP,ae_width_to_depth,[14],0.741064322244891,1608,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_013_d1_w14/candidate_state.json,13,cand_013_d1_w14
generation,ADP,ae_width_to_depth,[15],0.7224948956665571,1719,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_014_d1_w15/candidate_state.json,14,cand_014_d1_w15
generation,ADP,ae_width_to_depth,[16],0.7039022170271009,1830,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_015_d1_w16/candidate_state.json,15,cand_015_d1_w16
generation,ADP,ae_width_to_depth,[17],0.6854980866342044,1941,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_016_d1_w17/candidate_state.json,16,cand_016_d1_w17
generation,ADP,ae_width_to_depth,[18],0.6668610011309868,2052,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_017_d1_w18/candidate_state.json,17,cand_017_d1_w18
generation,ADP,ae_width_to_depth,[19],0.6482639199384418,2163,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_018_d1_w19/candidate_state.json,18,cand_018_d1_w19
generation,ADP,ae_width_to_depth,[20],0.6295360459351679,2274,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_019_d1_w20/candidate_state.json,19,cand_019_d1_w20
generation,ADP,ae_width_to_depth,[21],0.6109688481946662,2385,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_020_d1_w21/candidate_state.json,20,cand_020_d1_w21
generation,ADP,ae_width_to_depth,[22],0.5926787122342614,2496,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_021_d1_w22/candidate_state.json,21,cand_021_d1_w22
generation,ADP,ae_width_to_depth,[23],0.5743292017975345,2607,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_022_d1_w23/candidate_state.json,22,cand_022_d1_w23
generation,ADP,ae_width_to_depth,[24],0.5558772004872898,2718,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_023_d1_w24/candidate_state.json,23,cand_023_d1_w24
generation,ADP,ae_width_to_depth,[25],0.5376035829979106,2829,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_024_d1_w25/candidate_state.json,24,cand_024_d1_w25
generation,ADP,ae_width_to_depth,[26],0.5190562949045433,2940,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_025_d1_w26/candidate_state.json,25,cand_025_d1_w26
generation,ADP,ae_width_to_depth,[27],0.5005883407585388,3051,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_026_d1_w27/candidate_state.json,26,cand_026_d1_w27
generation,ADP,ae_width_to_depth,[28],0.4823900657170726,3162,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_027_d1_w28/candidate_state.json,27,cand_027_d1_w28
generation,ADP,ae_width_to_depth,[29],0.4638253514926648,3273,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_028_d1_w29/candidate_state.json,28,cand_028_d1_w29
generation,ADP,ae_width_to_depth,[30],0.4455619502389897,3384,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_029_d1_w30/candidate_state.json,29,cand_029_d1_w30
generation,ADP,ae_width_to_depth,[31],0.4270204622148124,3495,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_030_d1_w31/candidate_state.json,30,cand_030_d1_w31
generation,ADP,ae_width_to_depth,[32],0.4083888408882323,3606,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_031_d1_w32/candidate_state.json,31,cand_031_d1_w32
generation,ADP,ae_width_to_depth,[33],0.3897401088096708,3717,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_032_d1_w33/candidate_state.json,32,cand_032_d1_w33
generation,ADP,ae_width_to_depth,[34],0.3710770500949429,3828,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_033_d1_w34/candidate_state.json,33,cand_033_d1_w34
generation,ADP,ae_width_to_depth,[35],0.3524755621119125,3939,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_034_d1_w35/candidate_state.json,34,cand_034_d1_w35
generation,ADP,ae_width_to_depth,[36],0.33405899855338,4050,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_035_d1_w36/candidate_state.json,35,cand_035_d1_w36
generation,ADP,ae_width_to_depth,[37],0.3155170152051767,4161,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_036_d1_w37/candidate_state.json,36,cand_036_d1_w37
generation,ADP,ae_width_to_depth,[38],0.2971022035298549,4272,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_037_d1_w38/candidate_state.json,37,cand_037_d1_w38
generation,ADP,ae_width_to_depth,[39],0.2785039838184245,4383,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_038_d1_w39/candidate_state.json,38,cand_038_d1_w39
generation,ADP,ae_width_to_depth,[40],0.260227803823794,4494,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_039_d1_w40/candidate_state.json,39,cand_039_d1_w40
generation,ADP,ae_width_to_depth,[41],0.2412351118101745,4605,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_040_d1_w41/candidate_state.json,40,cand_040_d1_w41
generation,ADP,ae_width_to_depth,[42],0.2227111342315372,4716,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_041_d1_w42/candidate_state.json,41,cand_041_d1_w42
generation,ADP,ae_width_to_depth,[43],0.2043391106421109,4827,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_042_d1_w43/candidate_state.json,42,cand_042_d1_w43
generation,ADP,ae_width_to_depth,[44],0.1857974940069681,4938,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_043_d1_w44/candidate_state.json,43,cand_043_d1_w44
generation,ADP,ae_width_to_depth,[45],0.1672365077755393,5049,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_044_d1_w45/candidate_state.json,44,cand_044_d1_w45
generation,ADP,ae_width_to_depth,[46],0.1487077044001569,5160,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_045_d1_w46/candidate_state.json,45,cand_045_d1_w46
generation,ADP,ae_width_to_depth,[47],0.1300662849454616,5271,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_046_d1_w47/candidate_state.json,46,cand_046_d1_w47
generation,ADP,ae_width_to_depth,[48],0.1116401741258037,5382,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_047_d1_w48/candidate_state.json,47,cand_047_d1_w48
generation,ADP,ae_width_to_depth,[49],0.0931538296940538,5493,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_048_d1_w49/candidate_state.json,48,cand_048_d1_w49
generation,ADP,ae_width_to_depth,[50],0.0747433266331576,5604,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_049_d1_w50/candidate_state.json,49,cand_049_d1_w50
generation,ADP,ae_width_to_depth,[51],0.0561703378064546,5715,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_050_d1_w51/candidate_state.json,50,cand_050_d1_w51
generation,ADP,ae_width_to_depth,[52],0.0376978036743254,5826,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_051_d1_w52/candidate_state.json,51,cand_051_d1_w52
generation,ADP,ae_width_to_depth,[53],0.0190467955706006,5937,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_052_d1_w53/candidate_state.json,52,cand_052_d1_w53
generation,ADP,ae_width_to_depth,[54],0.0006710193624688,6048,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_053_d1_w54/candidate_state.json,53,cand_053_d1_w54
generation,ADP,ae_width_to_depth,[55],0.0004320782605597,6159,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_054_d1_w55/candidate_state.json,54,cand_054_d1_w55
generation,ADP,ae_width_to_depth,[56],0.0003084685309266,6270,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_055_d1_w56/candidate_state.json,55,cand_055_d1_w56
generation,ADP,ae_width_to_depth,[57],0.0003504232146313,6381,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_056_d1_w57/candidate_state.json,56,cand_056_d1_w57
generation,ADP,ae_width_to_depth,[58],0.0003526945324252,6492,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_057_d1_w58/candidate_state.json,57,cand_057_d1_w58
generation,ADP,ae_width_to_depth,[59],0.0002628285476257,6603,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_058_d1_w59/candidate_state.json,58,cand_058_d1_w59
generation,ADP,ae_width_to_depth,[60],0.0002336204765105,6714,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_059_d1_w60/candidate_state.json,59,cand_059_d1_w60
generation,ADP,ae_width_to_depth,[61],0.0003049943217664,6825,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_060_d1_w61/candidate_state.json,60,cand_060_d1_w61
generation,ADP,ae_width_to_depth,"[61, 61]",0.1624625559136887,10729,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_061_d2_w61/candidate_state.json,61,cand_061_d2_w61
generation,ADP,ae_width_to_depth,"[62, 62]",0.0556151184472564,10966,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_063_d2_w62/candidate_state.json,63,cand_063_d2_w62
generation,ADP,ae_width_to_depth,"[63, 63]",0.030789237517074,11205,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_065_d2_w63/candidate_state.json,65,cand_065_d2_w63
generation,ADP,ae_width_to_depth,"[64, 64]",0.0211347695450953,11446,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_067_d2_w64/candidate_state.json,67,cand_067_d2_w64
generation,ADP,ae_width_to_depth,"[65, 65]",0.0116632178121904,11689,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_069_d2_w65/candidate_state.json,69,cand_069_d2_w65
generation,ADP,ae_width_to_depth,"[66, 66]",0.0039935862209892,11934,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_071_d2_w66/candidate_state.json,71,cand_071_d2_w66
generation,ADP,ae_width_to_depth,"[66, 66, 66]",0.1121295914237292,16488,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_anomaly_onward_gpu/analysis/recovered_trial1_w2d_history/raw/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_width_to_depth/cand_072_d3_w66/candidate_state.json,72,cand_072_d3_w66
